Time,Driver,DriverNumber,LapTime,LapNumber,TotalSeconds,TyreLife,Position,SpeedI1,SpeedI2,SpeedFL,SpeedST,Sector1TimeTotal,Sector2TimeTotal,Sector3TimeTotal
0 days 02:07:49.606000,ALB,23,0 days 00:01:27.245000,41.0,87.245,10.0,10.0,238.0,280.0,280.0,306.0,32.025,29.32,25.9
0 days 02:09:17.052000,ALB,23,0 days 00:01:27.446000,42.0,87.446,11.0,10.0,,282.0,277.0,,31.993,29.321,26.132
0 days 02:10:44.140000,ALB,23,0 days 00:01:27.088000,43.0,87.088,12.0,10.0,,282.0,280.0,,32.15,29.169,25.769
0 days 02:12:17.075000,ALB,23,0 days 00:01:32.935000,44.0,92.935,13.0,9.0,235.0,283.0,,305.0,32.746,29.896,30.293
0 days 02:14:08.655000,ALB,23,0 days 00:01:51.580000,45.0,111.58,1.0,13.0,228.0,273.0,282.0,178.0,55.965,29.907,25.708
0 days 02:15:35.433000,ALB,23,0 days 00:01:26.778000,46.0,86.778,2.0,13.0,234.0,276.0,283.0,306.0,32.015,29.171,25.592
0 days 02:17:02.128000,ALB,23,0 days 00:01:26.695000,47.0,86.695,3.0,13.0,235.0,277.0,283.0,307.0,31.906,29.125,25.664
0 days 02:18:29.583000,ALB,23,0 days 00:01:27.455000,48.0,87.455,4.0,13.0,232.0,276.0,282.0,309.0,32.284,29.43,25.741
0 days 02:19:56.424000,ALB,23,0 days 00:01:26.841000,49.0,86.841,5.0,13.0,233.0,277.0,281.0,307.0,31.911,29.314,25.616
0 days 02:21:24.037000,ALB,23,0 days 00:01:27.613000,50.0,87.613,6.0,13.0,234.0,281.0,280.0,,32.481,29.253,25.879
0 days 02:22:51.257000,ALB,23,0 days 00:01:27.220000,51.0,87.22,7.0,13.0,239.0,278.0,280.0,306.0,32.099,29.172,25.949
0 days 02:24:18.807000,ALB,23,0 days 00:01:27.550000,52.0,87.55,8.0,13.0,234.0,280.0,281.0,,32.488,29.266,25.796
0 days 02:25:46.272000,ALB,23,0 days 00:01:27.465000,53.0,87.465,9.0,13.0,239.0,280.0,282.0,308.0,32.115,29.474,25.876
0 days 02:27:13.510000,ALB,23,0 days 00:01:27.238000,54.0,87.238,10.0,13.0,236.0,278.0,281.0,307.0,32.513,29.089,25.636
0 days 02:28:40.802000,ALB,23,0 days 00:01:27.292000,55.0,87.292,11.0,13.0,238.0,278.0,280.0,,32.057,29.443,25.792
0 days 02:30:07.575000,ALB,23,0 days 00:01:26.773000,56.0,86.773,12.0,13.0,240.0,282.0,281.0,,32.055,29.284,25.434
0 days 02:31:34.241000,ALB,23,0 days 00:01:26.666000,57.0,86.666,13.0,13.0,243.0,285.0,284.0,,31.873,29.331,25.462
0 days 01:04:42.783000,MAG,20,0 days 00:02:08.724000,1.0,128.724,1.0,14.0,187.0,79.0,248.0,266.0,,37.962,49.349
0 days 01:07:07.486000,MAG,20,0 days 00:02:24.703000,2.0,144.703,2.0,14.0,149.0,132.0,160.0,243.0,51.461,46.835,46.407
0 days 01:09:31.481000,MAG,20,0 days 00:02:23.995000,3.0,143.995,3.0,15.0,71.0,169.0,,140.0,54.646,44.677,44.672
0 days 01:11:54.388000,MAG,20,0 days 00:02:22.907000,4.0,142.907,1.0,16.0,224.0,87.0,275.0,167.0,57.136,39.677,46.094
0 days 01:13:28.307000,MAG,20,0 days 00:01:33.919000,5.0,93.919,2.0,16.0,222.0,283.0,277.0,313.0,35.006,31.387,27.526
0 days 01:15:00.877000,MAG,20,0 days 00:01:32.570000,6.0,92.57,3.0,16.0,225.0,285.0,278.0,307.0,34.327,31.145,27.098
0 days 01:16:33.253000,MAG,20,0 days 00:01:32.376000,7.0,92.376,4.0,16.0,226.0,281.0,276.0,306.0,34.369,31.006,27.001
0 days 01:18:05.429000,MAG,20,0 days 00:01:32.176000,8.0,92.176,5.0,17.0,224.0,283.0,283.0,310.0,34.459,30.688,27.029
0 days 01:19:36.930000,MAG,20,0 days 00:01:31.501000,9.0,91.501,6.0,17.0,225.0,283.0,274.0,322.0,33.694,30.478,27.329
0 days 01:21:08.448000,MAG,20,0 days 00:01:31.518000,10.0,91.518,7.0,16.0,226.0,280.0,275.0,300.0,33.981,30.558,26.979
0 days 01:22:39.406000,MAG,20,0 days 00:01:30.958000,11.0,90.958,8.0,15.0,,281.0,275.0,,33.865,30.367,26.726
0 days 01:24:11.425000,MAG,20,0 days 00:01:32.019000,12.0,92.019,9.0,13.0,222.0,278.0,275.0,301.0,33.985,30.855,27.179
0 days 01:25:43.036000,MAG,20,0 days 00:01:31.611000,13.0,91.611,10.0,11.0,226.0,280.0,274.0,307.0,33.896,30.785,26.93
0 days 01:27:14.457000,MAG,20,0 days 00:01:31.421000,14.0,91.421,11.0,8.0,225.0,279.0,275.0,299.0,33.828,30.526,27.067
0 days 01:28:45.461000,MAG,20,0 days 00:01:31.004000,15.0,91.004,12.0,8.0,228.0,282.0,275.0,306.0,33.583,30.582,26.839
0 days 01:30:17.291000,MAG,20,0 days 00:01:31.830000,16.0,91.83,13.0,9.0,223.0,282.0,274.0,297.0,34.124,30.609,27.097
0 days 01:31:48.938000,MAG,20,0 days 00:01:31.647000,17.0,91.647,14.0,11.0,226.0,281.0,276.0,307.0,34.254,30.578,26.815
0 days 01:33:20.474000,MAG,20,0 days 00:01:31.536000,18.0,91.536,15.0,11.0,229.0,283.0,276.0,302.0,34.082,30.668,26.786
0 days 01:34:52.621000,MAG,20,0 days 00:01:32.147000,19.0,92.147,16.0,11.0,220.0,284.0,277.0,304.0,34.266,31.032,26.849
0 days 01:36:22.883000,MAG,20,0 days 00:01:30.262000,20.0,90.262,17.0,11.0,227.0,282.0,276.0,307.0,33.385,30.403,26.474
0 days 01:37:56.932000,MAG,20,0 days 00:01:34.049000,21.0,94.049,18.0,14.0,228.0,281.0,,,33.19,30.21,30.649
0 days 01:39:50.090000,MAG,20,0 days 00:01:53.158000,22.0,113.158,1.0,17.0,226.0,278.0,274.0,177.0,56.215,29.958,26.985
0 days 01:41:19.519000,MAG,20,0 days 00:01:29.429000,23.0,89.429,2.0,16.0,230.0,279.0,275.0,298.0,33.031,29.72,26.678
0 days 01:42:48.502000,MAG,20,0 days 00:01:28.983000,24.0,88.983,3.0,16.0,221.0,279.0,275.0,295.0,32.858,29.628,26.497
0 days 01:44:17.229000,MAG,20,0 days 00:01:28.727000,25.0,88.727,4.0,16.0,231.0,279.0,275.0,,32.733,29.535,26.459
0 days 01:45:45.591000,MAG,20,0 days 00:01:28.362000,26.0,88.362,5.0,16.0,,280.0,277.0,298.0,32.706,29.693,25.963
0 days 01:47:14.589000,MAG,20,0 days 00:01:28.998000,27.0,88.998,6.0,15.0,233.0,281.0,276.0,302.0,32.61,29.879,26.509
0 days 01:48:43.292000,MAG,20,0 days 00:01:28.703000,28.0,88.703,7.0,14.0,,281.0,276.0,303.0,32.598,29.838,26.267
0 days 01:50:12.126000,MAG,20,0 days 00:01:28.834000,29.0,88.834,8.0,14.0,231.0,281.0,278.0,,32.678,29.927,26.229
0 days 01:51:40.921000,MAG,20,0 days 00:01:28.795000,30.0,88.795,9.0,14.0,230.0,279.0,275.0,304.0,32.544,29.891,26.36
0 days 01:53:09.620000,MAG,20,0 days 00:01:28.699000,31.0,88.699,10.0,14.0,232.0,281.0,276.0,298.0,32.671,29.816,26.212
0 days 01:54:38.295000,MAG,20,0 days 00:01:28.675000,32.0,88.675,11.0,13.0,,280.0,277.0,299.0,32.768,29.78,26.127
0 days 01:56:06.722000,MAG,20,0 days 00:01:28.427000,33.0,88.427,12.0,13.0,233.0,282.0,277.0,301.0,32.63,29.678,26.119
0 days 01:57:35.043000,MAG,20,0 days 00:01:28.321000,34.0,88.321,13.0,13.0,232.0,281.0,276.0,302.0,32.432,29.812,26.077
0 days 01:59:02.871000,MAG,20,0 days 00:01:27.828000,35.0,87.828,14.0,13.0,236.0,281.0,277.0,303.0,32.321,29.601,25.906
0 days 02:00:30.888000,MAG,20,0 days 00:01:28.017000,36.0,88.017,15.0,12.0,231.0,281.0,277.0,300.0,32.551,29.604,25.862
0 days 02:01:58.734000,MAG,20,0 days 00:01:27.846000,37.0,87.846,16.0,12.0,,281.0,277.0,,32.361,29.571,25.914
0 days 02:03:26.697000,MAG,20,0 days 00:01:27.963000,38.0,87.963,17.0,12.0,229.0,280.0,277.0,299.0,32.532,29.631,25.8
0 days 02:04:57.802000,MAG,20,0 days 00:01:31.105000,39.0,91.105,18.0,13.0,234.0,282.0,,305.0,32.139,29.35,29.616
0 days 02:06:51.003000,MAG,20,0 days 00:01:53.201000,40.0,113.201,1.0,15.0,235.0,279.0,276.0,178.0,56.802,29.744,26.655
0 days 02:08:18.153000,MAG,20,0 days 00:01:27.150000,41.0,87.15,2.0,14.0,234.0,281.0,277.0,298.0,32.264,29.31,25.576
0 days 02:09:47.312000,MAG,20,0 days 00:01:29.159000,42.0,89.159,3.0,14.0,238.0,176.0,279.0,297.0,32.107,30.118,26.934
0 days 02:11:14.443000,MAG,20,0 days 00:01:27.131000,43.0,87.131,4.0,14.0,229.0,283.0,280.0,302.0,32.279,29.216,25.636
0 days 02:12:42.071000,MAG,20,0 days 00:01:27.628000,44.0,87.628,5.0,14.0,228.0,282.0,278.0,299.0,32.317,29.461,25.85
0 days 02:14:09.629000,MAG,20,0 days 00:01:27.558000,45.0,87.558,6.0,14.0,231.0,284.0,287.0,297.0,32.358,29.366,25.834
0 days 02:15:36.696000,MAG,20,0 days 00:01:27.067000,46.0,87.067,7.0,14.0,,284.0,287.0,323.0,31.866,29.35,25.851
0 days 02:17:04.118000,MAG,20,0 days 00:01:27.422000,47.0,87.422,8.0,14.0,238.0,280.0,279.0,318.0,32.05,29.742,25.63
0 days 02:18:31.329000,MAG,20,0 days 00:01:27.211000,48.0,87.211,9.0,14.0,235.0,282.0,279.0,298.0,32.365,29.321,25.525
0 days 02:19:58.731000,MAG,20,0 days 00:01:27.402000,49.0,87.402,10.0,14.0,236.0,282.0,279.0,300.0,32.339,29.423,25.64
0 days 02:21:26.017000,MAG,20,0 days 00:01:27.286000,50.0,87.286,11.0,14.0,235.0,283.0,280.0,299.0,32.339,29.313,25.634
0 days 02:22:53.390000,MAG,20,0 days 00:01:27.373000,51.0,87.373,12.0,14.0,236.0,282.0,279.0,300.0,32.323,29.542,25.508
0 days 02:24:21.156000,MAG,20,0 days 00:01:27.766000,52.0,87.766,13.0,14.0,222.0,282.0,279.0,297.0,32.499,29.767,25.5
0 days 02:25:48.695000,MAG,20,0 days 00:01:27.539000,53.0,87.539,14.0,14.0,224.0,281.0,279.0,298.0,32.451,29.56,25.528
0 days 02:27:16.748000,MAG,20,0 days 00:01:28.053000,54.0,88.053,15.0,14.0,230.0,283.0,279.0,299.0,32.433,29.603,26.017
0 days 02:28:44.563000,MAG,20,0 days 00:01:27.815000,55.0,87.815,16.0,14.0,226.0,280.0,278.0,295.0,32.55,29.521,25.744
0 days 02:30:14.473000,MAG,20,0 days 00:01:29.910000,56.0,89.91,17.0,14.0,234.0,277.0,284.0,293.0,32.528,29.928,27.454
0 days 01:04:34.686000,TSU,22,0 days 00:02:00.627000,1.0,120.627,1.0,8.0,221.0,196.0,194.0,260.0,,32.149,49.088
0 days 01:06:57.900000,TSU,22,0 days 00:02:23.214000,2.0,143.214,2.0,8.0,136.0,134.0,200.0,250.0,53.578,46.077,43.559
0 days 01:09:24.488000,TSU,22,0 days 00:02:26.588000,3.0,146.588,3.0,8.0,93.0,214.0,217.0,106.0,56.623,43.966,45.999
0 days 01:11:51.024000,TSU,22,0 days 00:02:26.536000,4.0,146.536,4.0,8.0,102.0,105.0,283.0,263.0,47.636,46.564,52.336
0 days 01:13:24.101000,TSU,22,0 days 00:01:33.077000,5.0,93.077,5.0,8.0,229.0,283.0,274.0,302.0,34.592,30.969,27.516
0 days 01:14:56.407000,TSU,22,0 days 00:01:32.306000,6.0,92.306,6.0,9.0,227.0,271.0,273.0,301.0,34.258,31.006,27.042
0 days 01:16:27.630000,TSU,22,0 days 00:01:31.223000,7.0,91.223,7.0,9.0,224.0,271.0,273.0,303.0,33.872,30.53,26.821
0 days 01:17:58.311000,TSU,22,0 days 00:01:30.681000,8.0,90.681,8.0,9.0,225.0,272.0,275.0,305.0,33.734,30.391,26.556
0 days 01:19:33.417000,TSU,22,0 days 00:01:35.106000,9.0,95.106,9.0,14.0,228.0,270.0,,304.0,33.818,30.565,30.723
0 days 01:21:25.622000,TSU,22,0 days 00:01:52.205000,10.0,112.205,1.0,18.0,225.0,263.0,270.0,175.0,54.997,30.371,26.837
0 days 01:22:56.274000,TSU,22,0 days 00:01:30.652000,11.0,90.652,2.0,18.0,227.0,262.0,273.0,298.0,33.743,30.538,26.371
0 days 01:24:25.806000,TSU,22,0 days 00:01:29.532000,12.0,89.532,3.0,18.0,231.0,270.0,274.0,300.0,33.075,30.103,26.354
0 days 01:25:55.868000,TSU,22,0 days 00:01:30.062000,13.0,90.062,4.0,18.0,228.0,270.0,274.0,304.0,33.348,30.197,26.517
0 days 01:27:25.652000,TSU,22,0 days 00:01:29.784000,14.0,89.784,5.0,16.0,230.0,272.0,274.0,,33.25,30.099,26.435
0 days 01:28:55.812000,TSU,22,0 days 00:01:30.160000,15.0,90.16,6.0,16.0,231.0,276.0,274.0,,33.394,30.217,26.549
0 days 01:30:25.396000,TSU,22,0 days 00:01:29.584000,16.0,89.584,7.0,16.0,234.0,276.0,274.0,305.0,33.254,30.094,26.236
0 days 01:31:55.152000,TSU,22,0 days 00:01:29.756000,17.0,89.756,8.0,16.0,233.0,275.0,274.0,306.0,33.256,30.149,26.351
0 days 01:33:25.339000,TSU,22,0 days 00:01:30.187000,18.0,90.187,9.0,15.0,231.0,266.0,274.0,,33.21,30.382,26.595
0 days 01:34:55.389000,TSU,22,0 days 00:01:30.050000,19.0,90.05,10.0,13.0,227.0,265.0,275.0,,33.104,30.46,26.486
0 days 01:36:25.528000,TSU,22,0 days 00:01:30.139000,20.0,90.139,11.0,13.0,,266.0,275.0,305.0,33.294,30.436,26.409
0 days 01:37:56.206000,TSU,22,0 days 00:01:30.678000,21.0,90.678,12.0,12.0,,270.0,276.0,307.0,33.852,30.472,26.354
0 days 01:39:29.845000,TSU,22,0 days 00:01:33.639000,22.0,93.639,13.0,12.0,228.0,267.0,,305.0,33.441,30.041,30.157
0 days 01:41:21.529000,TSU,22,0 days 00:01:51.684000,23.0,111.684,1.0,17.0,225.0,264.0,274.0,176.0,55.088,30.353,26.243
0 days 01:42:50.267000,TSU,22,0 days 00:01:28.738000,24.0,88.738,2.0,17.0,229.0,271.0,275.0,296.0,33.037,29.744,25.957
0 days 01:44:18.705000,TSU,22,0 days 00:01:28.438000,25.0,88.438,3.0,17.0,230.0,270.0,275.0,302.0,32.804,29.65,25.984
0 days 01:45:47.108000,TSU,22,0 days 00:01:28.403000,26.0,88.403,4.0,17.0,229.0,270.0,275.0,301.0,32.786,29.648,25.969
0 days 01:47:15.593000,TSU,22,0 days 00:01:28.485000,27.0,88.485,5.0,16.0,230.0,270.0,276.0,304.0,32.64,29.847,25.998
0 days 01:48:44.047000,TSU,22,0 days 00:01:28.454000,28.0,88.454,6.0,15.0,231.0,271.0,282.0,301.0,32.725,29.8,25.929
0 days 01:50:12.716000,TSU,22,0 days 00:01:28.669000,29.0,88.669,7.0,15.0,229.0,273.0,284.0,323.0,32.627,29.806,26.236
0 days 01:51:41.657000,TSU,22,0 days 00:01:28.941000,30.0,88.941,8.0,15.0,230.0,271.0,282.0,325.0,32.861,29.9,26.18
0 days 01:53:10.674000,TSU,22,0 days 00:01:29.017000,31.0,89.017,9.0,15.0,,270.0,282.0,322.0,32.771,29.976,26.27
0 days 01:54:40.232000,TSU,22,0 days 00:01:29.558000,32.0,89.558,10.0,14.0,226.0,271.0,275.0,320.0,33.65,29.759,26.149
0 days 01:56:08.985000,TSU,22,0 days 00:01:28.753000,33.0,88.753,11.0,14.0,228.0,271.0,277.0,297.0,32.899,29.94,25.914
0 days 01:57:37.734000,TSU,22,0 days 00:01:28.749000,34.0,88.749,12.0,14.0,229.0,271.0,275.0,,32.965,29.779,26.005
0 days 01:59:07.551000,TSU,22,0 days 00:01:29.817000,35.0,89.817,13.0,15.0,227.0,273.0,277.0,296.0,33.402,29.996,26.419
0 days 02:00:36.177000,TSU,22,0 days 00:01:28.626000,36.0,88.626,14.0,14.0,230.0,272.0,274.0,299.0,32.795,29.724,26.107
0 days 02:02:04.644000,TSU,22,0 days 00:01:28.467000,37.0,88.467,15.0,14.0,231.0,270.0,275.0,301.0,32.841,29.621,26.005
0 days 02:03:33.229000,TSU,22,0 days 00:01:28.585000,38.0,88.585,16.0,14.0,,271.0,275.0,299.0,32.627,29.888,26.07
0 days 02:05:02.508000,TSU,22,0 days 00:01:29.279000,39.0,89.279,17.0,15.0,229.0,273.0,275.0,300.0,33.418,29.858,26.003
0 days 02:06:34.712000,TSU,22,0 days 00:01:32.204000,40.0,92.204,18.0,12.0,232.0,274.0,,304.0,32.755,29.551,29.898
0 days 02:08:25.321000,TSU,22,0 days 00:01:50.609000,41.0,110.609,1.0,15.0,229.0,272.0,275.0,179.0,54.725,29.847,26.037
0 days 02:09:53.128000,TSU,22,0 days 00:01:27.807000,42.0,87.807,2.0,15.0,233.0,271.0,276.0,300.0,32.676,29.424,25.707
0 days 02:11:20.560000,TSU,22,0 days 00:01:27.432000,43.0,87.432,3.0,15.0,237.0,274.0,276.0,,32.547,29.268,25.617
0 days 02:12:47.909000,TSU,22,0 days 00:01:27.349000,44.0,87.349,4.0,15.0,236.0,274.0,276.0,,32.426,29.331,25.592
0 days 02:14:15.676000,TSU,22,0 days 00:01:27.767000,45.0,87.767,5.0,15.0,235.0,272.0,277.0,299.0,32.701,29.369,25.697
0 days 02:15:43.128000,TSU,22,0 days 00:01:27.452000,46.0,87.452,6.0,15.0,236.0,273.0,276.0,298.0,32.486,29.213,25.753
0 days 02:17:10.604000,TSU,22,0 days 00:01:27.476000,47.0,87.476,7.0,15.0,,273.0,276.0,302.0,32.466,29.315,25.695
0 days 02:18:38.395000,TSU,22,0 days 00:01:27.791000,48.0,87.791,8.0,15.0,235.0,273.0,276.0,,32.572,29.383,25.836
0 days 02:20:06.143000,TSU,22,0 days 00:01:27.748000,49.0,87.748,9.0,15.0,226.0,274.0,275.0,301.0,32.654,29.3,25.794
0 days 02:21:33.506000,TSU,22,0 days 00:01:27.363000,50.0,87.363,10.0,15.0,237.0,275.0,277.0,302.0,32.571,29.258,25.534
0 days 02:23:00.811000,TSU,22,0 days 00:01:27.305000,51.0,87.305,11.0,15.0,238.0,274.0,275.0,301.0,32.458,29.1,25.747
0 days 02:24:27.995000,TSU,22,0 days 00:01:27.184000,52.0,87.184,12.0,15.0,235.0,272.0,276.0,,32.405,29.202,25.577
0 days 02:25:55.199000,TSU,22,0 days 00:01:27.204000,53.0,87.204,13.0,15.0,233.0,273.0,276.0,,32.39,29.082,25.732
0 days 02:27:24.229000,TSU,22,0 days 00:01:29.030000,54.0,89.03,14.0,15.0,,274.0,279.0,302.0,32.581,29.174,27.275
0 days 02:28:51.403000,TSU,22,0 days 00:01:27.174000,55.0,87.174,15.0,15.0,234.0,274.0,277.0,307.0,32.376,29.329,25.469
0 days 02:30:22.185000,TSU,22,0 days 00:01:30.782000,56.0,90.782,16.0,15.0,232.0,274.0,277.0,302.0,35.338,29.73,25.714
0 days 01:04:37.039000,HUL,27,0 days 00:02:02.980000,1.0,122.98,8.0,10.0,218.0,145.0,236.0,263.0,,32.936,49.804
0 days 01:07:01.247000,HUL,27,0 days 00:02:24.208000,2.0,144.208,9.0,10.0,137.0,122.0,185.0,248.0,52.614,46.348,45.246
0 days 01:09:25.334000,HUL,27,0 days 00:02:24.087000,3.0,144.087,10.0,9.0,81.0,219.0,226.0,104.0,55.942,43.658,44.487
0 days 01:11:51.556000,HUL,27,0 days 00:02:26.222000,4.0,146.222,11.0,9.0,116.0,88.0,277.0,271.0,47.368,47.709,51.145
0 days 01:13:24.350000,HUL,27,0 days 00:01:32.794000,5.0,92.794,12.0,9.0,228.0,284.0,281.0,310.0,34.481,30.917,27.396
0 days 01:14:55.358000,HUL,27,0 days 00:01:31.008000,6.0,91.008,13.0,8.0,227.0,281.0,277.0,315.0,33.63,30.252,27.126
0 days 01:16:26.596000,HUL,27,0 days 00:01:31.238000,7.0,91.238,14.0,8.0,225.0,281.0,276.0,302.0,33.753,30.435,27.05
0 days 01:17:57.298000,HUL,27,0 days 00:01:30.702000,8.0,90.702,15.0,8.0,226.0,281.0,276.0,301.0,33.514,30.277,26.911
0 days 01:19:28.382000,HUL,27,0 days 00:01:31.084000,9.0,91.084,16.0,8.0,221.0,279.0,275.0,298.0,33.56,30.496,27.028
0 days 01:20:59.343000,HUL,27,0 days 00:01:30.961000,10.0,90.961,17.0,8.0,225.0,280.0,274.0,299.0,33.592,30.501,26.868
0 days 01:22:30.050000,HUL,27,0 days 00:01:30.707000,11.0,90.707,18.0,6.0,226.0,278.0,274.0,296.0,33.611,30.327,26.769
0 days 01:24:00.337000,HUL,27,0 days 00:01:30.287000,12.0,90.287,19.0,5.0,227.0,278.0,274.0,302.0,33.493,30.171,26.623
0 days 01:25:36.583000,HUL,27,0 days 00:01:36.246000,13.0,96.246,20.0,6.0,226.0,280.0,,304.0,34.207,30.906,31.133
0 days 01:27:41.579000,HUL,27,0 days 00:02:04.996000,14.0,124.996,1.0,18.0,227.0,278.0,274.0,169.0,67.291,30.707,26.998
0 days 01:29:11.279000,HUL,27,0 days 00:01:29.700000,15.0,89.7,2.0,18.0,228.0,280.0,275.0,302.0,33.23,29.844,26.626
0 days 01:30:39.838000,HUL,27,0 days 00:01:28.559000,16.0,88.559,3.0,18.0,230.0,281.0,276.0,298.0,32.859,29.528,26.172
0 days 01:32:08.561000,HUL,27,0 days 00:01:28.723000,17.0,88.723,4.0,18.0,233.0,279.0,276.0,301.0,32.743,29.856,26.124
0 days 01:33:36.785000,HUL,27,0 days 00:01:28.224000,18.0,88.224,5.0,18.0,234.0,281.0,277.0,,32.585,29.611,26.028
0 days 01:35:05.616000,HUL,27,0 days 00:01:28.831000,19.0,88.831,6.0,18.0,235.0,282.0,278.0,,32.655,29.93,26.246
0 days 01:36:35.422000,HUL,27,0 days 00:01:29.806000,20.0,89.806,7.0,18.0,231.0,282.0,277.0,305.0,33.135,30.205,26.466
0 days 01:38:04.616000,HUL,27,0 days 00:01:29.194000,21.0,89.194,8.0,18.0,230.0,282.0,278.0,303.0,32.75,29.92,26.524
0 days 01:39:33.621000,HUL,27,0 days 00:01:29.005000,22.0,89.005,9.0,14.0,234.0,281.0,277.0,307.0,32.805,29.862,26.338
0 days 01:41:02.657000,HUL,27,0 days 00:01:29.036000,23.0,89.036,10.0,13.0,233.0,281.0,277.0,302.0,32.862,29.777,26.397
0 days 01:42:31.555000,HUL,27,0 days 00:01:28.898000,24.0,88.898,11.0,13.0,232.0,281.0,277.0,301.0,32.801,29.799,26.298
0 days 01:44:00.408000,HUL,27,0 days 00:01:28.853000,25.0,88.853,12.0,13.0,231.0,282.0,278.0,304.0,32.671,29.897,26.285
0 days 01:45:29.359000,HUL,27,0 days 00:01:28.951000,26.0,88.951,13.0,10.0,230.0,282.0,277.0,,32.765,30.036,26.15
0 days 01:47:03.410000,HUL,27,0 days 00:01:34.051000,27.0,94.051,14.0,11.0,229.0,283.0,,301.0,33.396,30.051,30.604
0 days 01:48:54.347000,HUL,27,0 days 00:01:50.937000,28.0,110.937,7.0,17.0,232.0,281.0,276.0,171.0,54.937,29.94,26.06
0 days 01:50:22.218000,HUL,27,0 days 00:01:27.871000,29.0,87.871,8.0,17.0,,282.0,277.0,302.0,32.506,29.457,25.908
0 days 01:51:50.344000,HUL,27,0 days 00:01:28.126000,30.0,88.126,9.0,17.0,,281.0,277.0,299.0,32.607,29.558,25.961
0 days 01:53:18.495000,HUL,27,0 days 00:01:28.151000,31.0,88.151,10.0,17.0,233.0,281.0,277.0,303.0,32.505,29.651,25.995
0 days 01:54:46.701000,HUL,27,0 days 00:01:28.206000,32.0,88.206,11.0,17.0,232.0,282.0,277.0,302.0,32.525,29.686,25.995
0 days 01:56:15.353000,HUL,27,0 days 00:01:28.652000,33.0,88.652,12.0,17.0,231.0,282.0,277.0,301.0,32.779,29.857,26.016
0 days 01:57:44.201000,HUL,27,0 days 00:01:28.848000,34.0,88.848,13.0,17.0,232.0,281.0,277.0,302.0,32.726,29.899,26.223
0 days 01:59:13.387000,HUL,27,0 days 00:01:29.186000,35.0,89.186,14.0,17.0,,281.0,277.0,300.0,32.755,30.277,26.154
0 days 02:00:42.230000,HUL,27,0 days 00:01:28.843000,36.0,88.843,15.0,17.0,229.0,281.0,278.0,,32.941,29.875,26.027
0 days 02:02:11.069000,HUL,27,0 days 00:01:28.839000,37.0,88.839,16.0,17.0,230.0,282.0,279.0,302.0,32.806,29.926,26.107
0 days 02:03:40.025000,HUL,27,0 days 00:01:28.956000,38.0,88.956,17.0,17.0,232.0,280.0,277.0,300.0,32.776,30.245,25.935
0 days 02:05:12.662000,HUL,27,0 days 00:01:32.637000,39.0,92.637,18.0,18.0,233.0,282.0,,,32.592,29.819,30.226
0 days 02:07:08.421000,HUL,27,0 days 00:01:55.759000,40.0,115.759,1.0,18.0,227.0,247.0,277.0,175.0,57.012,31.493,27.254
0 days 02:08:36.650000,HUL,27,0 days 00:01:28.229000,41.0,88.229,2.0,17.0,232.0,282.0,278.0,303.0,32.562,29.561,26.106
0 days 02:10:04.395000,HUL,27,0 days 00:01:27.745000,42.0,87.745,3.0,17.0,233.0,282.0,280.0,301.0,32.382,29.523,25.84
0 days 02:11:31.556000,HUL,27,0 days 00:01:27.161000,43.0,87.161,4.0,17.0,236.0,284.0,287.0,302.0,32.287,29.271,25.603
0 days 02:12:58.945000,HUL,27,0 days 00:01:27.389000,44.0,87.389,5.0,17.0,235.0,284.0,287.0,323.0,32.234,29.492,25.663
0 days 02:14:25.434000,HUL,27,0 days 00:01:26.489000,45.0,86.489,6.0,16.0,234.0,281.0,277.0,333.0,31.788,29.119,25.582
0 days 02:15:52.967000,HUL,27,0 days 00:01:27.533000,46.0,87.533,7.0,16.0,,281.0,277.0,295.0,32.217,29.276,26.04
0 days 02:17:22.313000,HUL,27,0 days 00:01:29.346000,47.0,89.346,8.0,16.0,150.0,284.0,280.0,298.0,33.191,30.416,25.739
0 days 02:18:49.594000,HUL,27,0 days 00:01:27.281000,48.0,87.281,9.0,16.0,239.0,284.0,278.0,306.0,32.218,29.159,25.904
0 days 02:20:16.796000,HUL,27,0 days 00:01:27.202000,49.0,87.202,10.0,16.0,237.0,283.0,277.0,301.0,32.073,29.279,25.85
0 days 02:21:43.738000,HUL,27,0 days 00:01:26.942000,50.0,86.942,11.0,16.0,,283.0,278.0,300.0,32.049,29.184,25.709
0 days 02:23:10.523000,HUL,27,0 days 00:01:26.785000,51.0,86.785,12.0,16.0,,284.0,279.0,,32.124,29.209,25.452
0 days 02:24:41.128000,HUL,27,0 days 00:01:30.605000,52.0,90.605,13.0,16.0,232.0,284.0,278.0,227.0,35.324,29.635,25.646
0 days 02:26:07.715000,HUL,27,0 days 00:01:26.587000,53.0,86.587,14.0,16.0,240.0,284.0,279.0,309.0,31.945,29.279,25.363
0 days 02:27:34.808000,HUL,27,0 days 00:01:27.093000,54.0,87.093,15.0,16.0,236.0,283.0,278.0,302.0,32.178,29.386,25.529
0 days 02:29:01.868000,HUL,27,0 days 00:01:27.060000,55.0,87.06,16.0,16.0,,283.0,279.0,,32.038,29.468,25.554
0 days 02:30:28.312000,HUL,27,0 days 00:01:26.444000,56.0,86.444,17.0,16.0,237.0,283.0,279.0,303.0,31.914,29.276,25.254
