Time,Driver,DriverNumber,LapTime,LapNumber,TotalSeconds,TyreLife,Position,SpeedI1,SpeedI2,SpeedFL,SpeedST,Sector1TimeTotal,Sector2TimeTotal,Sector3TimeTotal
0 days 01:30:22.656000,RUS,63,0 days 00:01:28.650000,16.0,88.65,2.0,15.0,,273.0,276.0,296.0,32.758,29.643,26.249
0 days 01:31:51.617000,RUS,63,0 days 00:01:28.961000,17.0,88.961,3.0,15.0,232.0,282.0,284.0,304.0,32.647,29.833,26.481
0 days 01:33:22.247000,RUS,63,0 days 00:01:30.630000,18.0,90.63,4.0,14.0,239.0,282.0,287.0,325.0,33.355,30.839,26.436
0 days 01:34:51.087000,RUS,63,0 days 00:01:28.840000,19.0,88.84,5.0,10.0,238.0,275.0,277.0,323.0,32.613,29.905,26.322
0 days 01:36:19.706000,RUS,63,0 days 00:01:28.619000,20.0,88.619,6.0,10.0,233.0,283.0,286.0,305.0,32.814,29.705,26.1
0 days 01:37:49.477000,RUS,63,0 days 00:01:29.771000,21.0,89.771,7.0,9.0,228.0,281.0,285.0,330.0,33.423,30.145,26.203
0 days 01:39:18.205000,RUS,63,0 days 00:01:28.728000,22.0,88.728,8.0,8.0,239.0,281.0,285.0,316.0,32.735,30.212,25.781
0 days 01:40:46.439000,RUS,63,0 days 00:01:28.234000,23.0,88.234,9.0,7.0,228.0,280.0,280.0,329.0,32.357,29.696,26.181
0 days 01:42:14.858000,RUS,63,0 days 00:01:28.419000,24.0,88.419,10.0,7.0,232.0,282.0,284.0,311.0,32.762,29.771,25.886
0 days 01:43:43.519000,RUS,63,0 days 00:01:28.661000,25.0,88.661,11.0,5.0,230.0,280.0,282.0,324.0,32.672,29.956,26.033
0 days 01:45:10.633000,RUS,63,0 days 00:01:27.114000,26.0,87.114,12.0,4.0,232.0,272.0,274.0,320.0,32.014,29.387,25.713
0 days 01:46:38.045000,RUS,63,0 days 00:01:27.412000,27.0,87.412,13.0,3.0,,272.0,274.0,299.0,32.448,29.232,25.732
0 days 01:48:05.375000,RUS,63,0 days 00:01:27.330000,28.0,87.33,14.0,2.0,236.0,275.0,274.0,287.0,32.363,29.265,25.702
0 days 01:49:32.589000,RUS,63,0 days 00:01:27.214000,29.0,87.214,15.0,2.0,233.0,273.0,274.0,299.0,32.194,29.249,25.771
0 days 01:50:59.817000,RUS,63,0 days 00:01:27.228000,30.0,87.228,16.0,2.0,,274.0,274.0,300.0,32.199,29.421,25.608
0 days 01:52:26.708000,RUS,63,0 days 00:01:26.891000,31.0,86.891,17.0,2.0,234.0,276.0,275.0,,32.148,29.193,25.55
0 days 01:53:57.479000,RUS,63,0 days 00:01:30.771000,32.0,90.771,18.0,2.0,237.0,278.0,,,32.044,29.137,29.59
0 days 01:55:47.580000,RUS,63,0 days 00:01:50.101000,33.0,110.101,1.0,5.0,232.0,275.0,276.0,174.0,55.089,29.516,25.496
0 days 01:57:13.891000,RUS,63,0 days 00:01:26.311000,34.0,86.311,2.0,5.0,236.0,282.0,286.0,299.0,32.087,28.768,25.456
0 days 01:58:39.661000,RUS,63,0 days 00:01:25.770000,35.0,85.77,3.0,4.0,235.0,274.0,276.0,324.0,31.446,28.765,25.559
0 days 02:00:06.264000,RUS,63,0 days 00:01:26.603000,36.0,86.603,4.0,4.0,236.0,273.0,275.0,289.0,32.042,28.744,25.817
0 days 02:01:32.600000,RUS,63,0 days 00:01:26.336000,37.0,86.336,5.0,4.0,,275.0,276.0,300.0,32.088,28.835,25.413
0 days 02:02:58.673000,RUS,63,0 days 00:01:26.073000,38.0,86.073,6.0,4.0,,275.0,276.0,,31.866,28.789,25.418
0 days 02:04:24.944000,RUS,63,0 days 00:01:26.271000,39.0,86.271,7.0,4.0,237.0,275.0,276.0,301.0,32.042,28.835,25.394
0 days 02:05:51.107000,RUS,63,0 days 00:01:26.163000,40.0,86.163,8.0,4.0,238.0,275.0,277.0,302.0,31.773,28.892,25.498
0 days 02:07:17.743000,RUS,63,0 days 00:01:26.636000,41.0,86.636,9.0,4.0,233.0,271.0,276.0,,32.043,29.072,25.521
0 days 02:08:43.809000,RUS,63,0 days 00:01:26.066000,42.0,86.066,10.0,4.0,239.0,276.0,277.0,299.0,31.771,28.919,25.376
0 days 02:10:09.699000,RUS,63,0 days 00:01:25.890000,43.0,85.89,11.0,4.0,237.0,277.0,277.0,304.0,31.738,28.925,25.227
0 days 02:11:35.707000,RUS,63,0 days 00:01:26.008000,44.0,86.008,12.0,3.0,,277.0,278.0,303.0,31.805,28.962,25.241
0 days 02:13:01.760000,RUS,63,0 days 00:01:26.053000,45.0,86.053,13.0,2.0,232.0,277.0,278.0,305.0,31.72,28.994,25.339
0 days 02:14:28.661000,RUS,63,0 days 00:01:26.901000,46.0,86.901,14.0,2.0,229.0,280.0,286.0,306.0,31.914,29.466,25.521
0 days 02:15:54.457000,RUS,63,0 days 00:01:25.796000,47.0,85.796,15.0,2.0,234.0,281.0,278.0,317.0,31.564,28.937,25.295
0 days 02:17:20.578000,RUS,63,0 days 00:01:26.121000,48.0,86.121,16.0,2.0,236.0,273.0,277.0,305.0,31.848,28.955,25.318
0 days 02:18:46.408000,RUS,63,0 days 00:01:25.830000,49.0,85.83,17.0,2.0,235.0,274.0,277.0,298.0,31.686,28.876,25.268
0 days 02:20:16.353000,RUS,63,0 days 00:01:29.945000,50.0,89.945,18.0,2.0,238.0,275.0,,302.0,31.635,28.952,29.358
0 days 02:22:05.070000,RUS,63,0 days 00:01:48.717000,51.0,108.717,4.0,4.0,236.0,274.0,276.0,179.0,53.957,28.744,26.016
0 days 02:23:31.821000,RUS,63,0 days 00:01:26.751000,52.0,86.751,5.0,4.0,239.0,276.0,276.0,300.0,31.888,28.717,26.146
0 days 02:24:58.297000,RUS,63,0 days 00:01:26.476000,53.0,86.476,6.0,4.0,237.0,276.0,277.0,301.0,31.95,28.666,25.86
0 days 02:26:28.236000,RUS,63,0 days 00:01:29.939000,54.0,89.939,7.0,4.0,234.0,267.0,278.0,,32.519,30.272,27.148
0 days 02:27:55.286000,RUS,63,0 days 00:01:27.050000,55.0,87.05,8.0,4.0,225.0,280.0,276.0,300.0,32.062,29.328,25.66
0 days 02:29:21.542000,RUS,63,0 days 00:01:26.256000,56.0,86.256,9.0,4.0,241.0,281.0,275.0,,31.819,28.904,25.533
0 days 02:30:47.346000,RUS,63,0 days 00:01:25.804000,57.0,85.804,10.0,4.0,243.0,281.0,276.0,,31.847,28.826,25.131
0 days 01:04:29.262000,LEC,16,0 days 00:01:55.203000,1.0,115.203,9.0,4.0,222.0,282.0,221.0,246.0,,31.149,45.982
0 days 01:06:51.328000,LEC,16,0 days 00:02:22.066000,2.0,142.066,10.0,4.0,172.0,177.0,213.0,229.0,54.034,44.896,43.136
0 days 01:09:18.466000,LEC,16,0 days 00:02:27.138000,3.0,147.138,11.0,4.0,112.0,133.0,222.0,134.0,58.47,44.443,44.225
0 days 01:11:49.594000,LEC,16,,4.0,,12.0,4.0,126.0,156.0,278.0,188.0,49.718,46.446,55.011
0 days 01:13:21.041000,LEC,16,0 days 00:01:31.447000,5.0,91.447,13.0,4.0,227.0,283.0,277.0,308.0,33.825,30.552,27.07
0 days 01:14:50.990000,LEC,16,0 days 00:01:29.949000,6.0,89.949,14.0,4.0,233.0,283.0,276.0,306.0,33.116,29.973,26.86
0 days 01:16:21.115000,LEC,16,0 days 00:01:30.125000,7.0,90.125,15.0,4.0,228.0,282.0,278.0,300.0,33.188,30.059,26.878
0 days 01:17:51.152000,LEC,16,0 days 00:01:30.037000,8.0,90.037,16.0,4.0,229.0,283.0,283.0,302.0,33.202,30.087,26.748
0 days 01:19:21.094000,LEC,16,0 days 00:01:29.942000,9.0,89.942,17.0,4.0,226.0,282.0,277.0,321.0,32.959,30.17,26.813
0 days 01:20:51.021000,LEC,16,0 days 00:01:29.927000,10.0,89.927,18.0,4.0,,282.0,278.0,300.0,33.134,30.098,26.695
0 days 01:22:20.623000,LEC,16,0 days 00:01:29.602000,11.0,89.602,19.0,3.0,229.0,283.0,276.0,305.0,32.941,30.004,26.657
0 days 01:23:54.274000,LEC,16,0 days 00:01:33.651000,12.0,93.651,20.0,4.0,225.0,281.0,,297.0,33.234,29.855,30.562
0 days 01:25:47.440000,LEC,16,0 days 00:01:53.166000,13.0,113.166,8.0,15.0,223.0,282.0,285.0,174.0,56.123,30.489,26.554
0 days 01:27:16.802000,LEC,16,0 days 00:01:29.362000,14.0,89.362,9.0,12.0,233.0,282.0,286.0,329.0,32.742,30.056,26.564
0 days 01:28:47.388000,LEC,16,0 days 00:01:30.586000,15.0,90.586,10.0,11.0,227.0,286.0,287.0,327.0,33.113,30.751,26.722
0 days 01:30:17.404000,LEC,16,0 days 00:01:30.016000,16.0,90.016,11.0,10.0,228.0,282.0,288.0,322.0,32.78,30.422,26.814
0 days 01:31:46.182000,LEC,16,0 days 00:01:28.778000,17.0,88.778,12.0,9.0,,281.0,277.0,,32.622,29.883,26.273
0 days 01:33:16.171000,LEC,16,0 days 00:01:29.989000,18.0,89.989,13.0,8.0,217.0,281.0,280.0,309.0,33.548,30.122,26.319
0 days 01:34:46.685000,LEC,16,0 days 00:01:30.514000,19.0,90.514,14.0,7.0,223.0,284.0,280.0,302.0,33.77,30.293,26.451
0 days 01:36:16.350000,LEC,16,0 days 00:01:29.665000,20.0,89.665,15.0,7.0,225.0,282.0,278.0,299.0,33.061,30.131,26.473
0 days 01:37:46.104000,LEC,16,0 days 00:01:29.754000,21.0,89.754,16.0,5.0,228.0,287.0,284.0,311.0,32.982,30.2,26.572
0 days 01:39:14.734000,LEC,16,0 days 00:01:28.630000,22.0,88.63,17.0,5.0,,282.0,277.0,322.0,32.472,29.924,26.234
0 days 01:40:43.383000,LEC,16,0 days 00:01:28.649000,23.0,88.649,18.0,5.0,230.0,282.0,277.0,302.0,32.739,29.8,26.11
0 days 01:42:11.933000,LEC,16,0 days 00:01:28.550000,24.0,88.55,19.0,5.0,,283.0,278.0,301.0,32.75,29.674,26.126
0 days 01:43:45.505000,LEC,16,0 days 00:01:33.572000,25.0,93.572,20.0,7.0,229.0,281.0,,,32.708,30.718,30.146
0 days 01:45:37.322000,LEC,16,0 days 00:01:51.817000,26.0,111.817,1.0,14.0,229.0,283.0,279.0,171.0,55.41,30.141,26.266
0 days 01:47:05.471000,LEC,16,0 days 00:01:28.149000,27.0,88.149,2.0,12.0,235.0,282.0,278.0,306.0,32.492,29.505,26.152
0 days 01:48:33.175000,LEC,16,0 days 00:01:27.704000,28.0,87.704,3.0,11.0,232.0,282.0,279.0,301.0,32.358,29.421,25.925
0 days 01:50:00.659000,LEC,16,0 days 00:01:27.484000,29.0,87.484,4.0,11.0,233.0,285.0,287.0,303.0,32.368,29.4,25.716
0 days 01:51:28.308000,LEC,16,0 days 00:01:27.649000,30.0,87.649,5.0,11.0,,286.0,289.0,325.0,32.413,29.569,25.667
0 days 01:52:55.246000,LEC,16,0 days 00:01:26.938000,31.0,86.938,6.0,10.0,234.0,283.0,280.0,333.0,32.046,29.263,25.629
0 days 01:54:22.595000,LEC,16,0 days 00:01:27.349000,32.0,87.349,7.0,8.0,236.0,284.0,288.0,303.0,32.258,29.378,25.713
0 days 01:55:49.965000,LEC,16,0 days 00:01:27.370000,33.0,87.37,8.0,6.0,230.0,283.0,280.0,334.0,32.388,29.383,25.599
0 days 01:57:17.087000,LEC,16,0 days 00:01:27.122000,34.0,87.122,9.0,6.0,233.0,283.0,279.0,301.0,32.305,29.291,25.526
0 days 01:58:44.286000,LEC,16,0 days 00:01:27.199000,35.0,87.199,10.0,5.0,,282.0,279.0,,32.273,29.286,25.64
0 days 02:00:11.291000,LEC,16,0 days 00:01:27.005000,36.0,87.005,11.0,5.0,234.0,282.0,279.0,299.0,32.25,29.185,25.57
0 days 02:01:38.504000,LEC,16,0 days 00:01:27.213000,37.0,87.213,12.0,5.0,235.0,283.0,279.0,304.0,32.458,29.292,25.463
0 days 02:03:05.335000,LEC,16,0 days 00:01:26.831000,38.0,86.831,13.0,5.0,233.0,282.0,279.0,301.0,32.1,29.249,25.482
0 days 02:04:31.962000,LEC,16,0 days 00:01:26.627000,39.0,86.627,14.0,5.0,237.0,283.0,279.0,304.0,32.048,29.135,25.444
0 days 02:05:58.475000,LEC,16,0 days 00:01:26.513000,40.0,86.513,15.0,5.0,234.0,283.0,280.0,302.0,32.051,29.081,25.381
0 days 02:07:24.997000,LEC,16,0 days 00:01:26.522000,41.0,86.522,16.0,5.0,235.0,282.0,279.0,305.0,31.973,29.193,25.356
0 days 02:08:51.544000,LEC,16,0 days 00:01:26.547000,42.0,86.547,17.0,5.0,236.0,283.0,280.0,303.0,31.959,29.226,25.362
0 days 02:10:22.249000,LEC,16,0 days 00:01:30.705000,43.0,90.705,18.0,5.0,235.0,283.0,,302.0,31.97,29.226,29.509
0 days 02:12:11.268000,LEC,16,0 days 00:01:49.019000,44.0,109.019,1.0,7.0,236.0,282.0,278.0,176.0,53.908,29.348,25.763
0 days 02:13:37.224000,LEC,16,0 days 00:01:25.956000,45.0,85.956,2.0,5.0,240.0,283.0,279.0,301.0,31.919,28.858,25.179
0 days 02:15:03.227000,LEC,16,0 days 00:01:26.003000,46.0,86.003,3.0,5.0,238.0,283.0,279.0,300.0,31.862,28.938,25.203
0 days 02:16:29.197000,LEC,16,0 days 00:01:25.970000,47.0,85.97,4.0,5.0,237.0,283.0,280.0,299.0,31.855,28.85,25.265
0 days 02:17:55.202000,LEC,16,0 days 00:01:26.005000,48.0,86.005,5.0,5.0,238.0,283.0,279.0,297.0,31.871,28.914,25.22
0 days 02:19:21.350000,LEC,16,0 days 00:01:26.148000,49.0,86.148,6.0,5.0,235.0,283.0,279.0,299.0,31.786,29.0,25.362
0 days 02:20:47.294000,LEC,16,0 days 00:01:25.944000,50.0,85.944,7.0,5.0,240.0,284.0,280.0,304.0,31.86,28.766,25.318
0 days 02:22:13.409000,LEC,16,0 days 00:01:26.115000,51.0,86.115,8.0,5.0,238.0,283.0,280.0,,31.954,28.913,25.248
0 days 02:23:39.874000,LEC,16,0 days 00:01:26.465000,52.0,86.465,9.0,5.0,237.0,284.0,280.0,305.0,32.02,29.034,25.411
0 days 02:25:06.542000,LEC,16,0 days 00:01:26.668000,53.0,86.668,10.0,5.0,238.0,284.0,281.0,304.0,32.014,29.203,25.451
0 days 02:26:33.263000,LEC,16,0 days 00:01:26.721000,54.0,86.721,11.0,5.0,237.0,284.0,281.0,303.0,32.119,29.127,25.475
0 days 02:27:59.076000,LEC,16,0 days 00:01:25.813000,55.0,85.813,12.0,5.0,239.0,284.0,280.0,306.0,31.677,29.105,25.031
0 days 02:29:27.164000,LEC,16,0 days 00:01:28.088000,56.0,88.088,13.0,5.0,238.0,284.0,279.0,308.0,32.332,29.577,26.179
0 days 02:30:52.156000,LEC,16,0 days 00:01:24.992000,57.0,84.992,14.0,5.0,244.0,284.0,280.0,306.0,31.409,28.749,24.834
0 days 01:04:27.135000,ALO,14,0 days 00:01:53.076000,1.0,113.076,6.0,3.0,226.0,274.0,255.0,245.0,,30.916,44.814
0 days 01:06:50.291000,ALO,14,0 days 00:02:23.156000,2.0,143.156,7.0,3.0,176.0,120.0,153.0,153.0,55.085,45.006,43.065
0 days 01:09:16.558000,ALO,14,0 days 00:02:26.267000,3.0,146.267,8.0,3.0,126.0,177.0,248.0,130.0,58.098,44.776,43.393
0 days 01:11:49.114000,ALO,14,,4.0,,9.0,3.0,151.0,190.0,276.0,187.0,50.256,46.587,55.75
0 days 01:13:19.995000,ALO,14,0 days 00:01:30.881000,5.0,90.881,10.0,3.0,229.0,278.0,277.0,301.0,33.667,30.332,26.882
0 days 01:14:49.580000,ALO,14,0 days 00:01:29.585000,6.0,89.585,11.0,3.0,231.0,278.0,277.0,309.0,32.937,30.106,26.542
0 days 01:16:20.120000,ALO,14,0 days 00:01:30.540000,7.0,90.54,12.0,3.0,235.0,279.0,276.0,,33.4,30.306,26.834
0 days 01:17:50.173000,ALO,14,0 days 00:01:30.053000,8.0,90.053,13.0,3.0,230.0,278.0,277.0,308.0,33.278,30.168,26.607
0 days 01:19:19.777000,ALO,14,0 days 00:01:29.604000,9.0,89.604,14.0,3.0,232.0,280.0,277.0,309.0,32.935,30.055,26.614
0 days 01:20:49.732000,ALO,14,0 days 00:01:29.955000,10.0,89.955,15.0,3.0,229.0,279.0,277.0,308.0,33.163,30.219,26.573
0 days 01:22:23.797000,ALO,14,0 days 00:01:34.065000,11.0,94.065,16.0,4.0,231.0,279.0,,,32.966,30.024,31.075
0 days 01:24:16.375000,ALO,14,0 days 00:01:52.578000,12.0,112.578,6.0,15.0,231.0,276.0,278.0,180.0,55.774,30.278,26.526
0 days 01:25:46.512000,ALO,14,0 days 00:01:30.137000,13.0,90.137,7.0,14.0,229.0,276.0,279.0,309.0,33.559,30.253,26.325
0 days 01:27:15.869000,ALO,14,0 days 00:01:29.357000,14.0,89.357,8.0,11.0,232.0,279.0,290.0,313.0,32.716,30.188,26.453
0 days 01:28:45.761000,ALO,14,0 days 00:01:29.892000,15.0,89.892,9.0,9.0,231.0,280.0,286.0,342.0,33.017,30.216,26.659
0 days 01:30:14.676000,ALO,14,0 days 00:01:28.915000,16.0,88.915,10.0,8.0,232.0,280.0,278.0,327.0,32.829,29.788,26.298
0 days 01:31:43.599000,ALO,14,0 days 00:01:28.923000,17.0,88.923,11.0,8.0,233.0,282.0,285.0,311.0,32.762,29.769,26.392
0 days 01:33:13.596000,ALO,14,0 days 00:01:29.997000,18.0,89.997,12.0,6.0,230.0,281.0,287.0,332.0,33.078,30.371,26.548
0 days 01:34:42.808000,ALO,14,0 days 00:01:29.212000,19.0,89.212,13.0,4.0,232.0,281.0,288.0,328.0,32.594,30.08,26.538
0 days 01:36:11.216000,ALO,14,0 days 00:01:28.408000,20.0,88.408,14.0,3.0,231.0,277.0,278.0,327.0,32.312,29.875,26.221
0 days 01:37:39.784000,ALO,14,0 days 00:01:28.568000,21.0,88.568,15.0,3.0,233.0,279.0,278.0,308.0,32.631,29.765,26.172
0 days 01:39:08.257000,ALO,14,0 days 00:01:28.473000,22.0,88.473,16.0,3.0,229.0,279.0,277.0,,32.611,29.771,26.091
0 days 01:40:37.022000,ALO,14,0 days 00:01:28.765000,23.0,88.765,17.0,3.0,233.0,279.0,278.0,,32.631,29.947,26.187
0 days 01:42:05.595000,ALO,14,0 days 00:01:28.573000,24.0,88.573,18.0,3.0,232.0,278.0,278.0,,32.585,29.788,26.2
0 days 01:43:33.851000,ALO,14,0 days 00:01:28.256000,25.0,88.256,19.0,3.0,233.0,277.0,278.0,,32.55,29.725,25.981
0 days 01:45:06.390000,ALO,14,0 days 00:01:32.539000,26.0,92.539,20.0,3.0,230.0,279.0,,307.0,32.479,29.549,30.511
0 days 01:46:57.711000,ALO,14,0 days 00:01:51.321000,27.0,111.321,1.0,8.0,232.0,278.0,279.0,177.0,55.611,29.819,25.891
0 days 01:48:25.355000,ALO,14,0 days 00:01:27.644000,28.0,87.644,2.0,8.0,235.0,280.0,286.0,310.0,32.331,29.422,25.891
0 days 01:49:53.261000,ALO,14,0 days 00:01:27.906000,29.0,87.906,3.0,8.0,,282.0,281.0,332.0,32.331,29.583,25.992
0 days 01:51:21.079000,ALO,14,0 days 00:01:27.818000,30.0,87.818,4.0,8.0,,282.0,280.0,313.0,32.238,29.653,25.927
0 days 01:52:48.840000,ALO,14,0 days 00:01:27.761000,31.0,87.761,5.0,8.0,237.0,281.0,289.0,312.0,32.327,29.818,25.616
0 days 01:54:15.766000,ALO,14,0 days 00:01:26.926000,32.0,86.926,6.0,5.0,235.0,279.0,279.0,332.0,32.045,29.158,25.723
0 days 01:55:51.651000,ALO,14,0 days 00:01:35.885000,33.0,95.885,7.0,7.0,230.0,279.0,280.0,308.0,40.158,29.905,25.822
0 days 01:57:18.952000,ALO,14,0 days 00:01:27.301000,34.0,87.301,8.0,7.0,236.0,279.0,281.0,310.0,32.146,29.418,25.737
0 days 01:58:46.221000,ALO,14,0 days 00:01:27.269000,35.0,87.269,9.0,6.0,237.0,279.0,281.0,312.0,32.093,29.56,25.616
0 days 02:00:13.405000,ALO,14,0 days 00:01:27.184000,36.0,87.184,10.0,6.0,,280.0,281.0,311.0,32.178,29.358,25.648
0 days 02:01:40.628000,ALO,14,0 days 00:01:27.223000,37.0,87.223,11.0,6.0,236.0,278.0,282.0,310.0,32.003,29.452,25.768
0 days 02:03:07.778000,ALO,14,0 days 00:01:27.150000,38.0,87.15,12.0,6.0,237.0,279.0,281.0,,32.025,29.413,25.712
0 days 02:04:34.668000,ALO,14,0 days 00:01:26.890000,39.0,86.89,13.0,6.0,238.0,281.0,280.0,,31.873,29.385,25.632
0 days 02:06:01.896000,ALO,14,0 days 00:01:27.228000,40.0,87.228,14.0,6.0,,281.0,281.0,,32.166,29.389,25.673
0 days 02:07:29.446000,ALO,14,0 days 00:01:27.550000,41.0,87.55,15.0,6.0,236.0,280.0,280.0,311.0,32.262,29.436,25.852
0 days 02:08:56.627000,ALO,14,0 days 00:01:27.181000,42.0,87.181,16.0,6.0,,279.0,281.0,309.0,32.036,29.422,25.723
0 days 02:10:23.543000,ALO,14,0 days 00:01:26.916000,43.0,86.916,17.0,6.0,,280.0,281.0,,31.991,29.35,25.575
0 days 02:11:55.355000,ALO,14,0 days 00:01:31.812000,44.0,91.812,18.0,5.0,237.0,282.0,,308.0,32.124,29.463,30.225
0 days 02:13:45.821000,ALO,14,0 days 00:01:50.466000,45.0,110.466,1.0,7.0,232.0,280.0,281.0,181.0,55.126,29.536,25.804
0 days 02:15:12.612000,ALO,14,0 days 00:01:26.791000,46.0,86.791,2.0,7.0,236.0,281.0,282.0,309.0,31.987,29.293,25.511
0 days 02:16:39.142000,ALO,14,0 days 00:01:26.530000,47.0,86.53,3.0,7.0,239.0,281.0,282.0,310.0,31.974,29.231,25.325
0 days 02:18:05.623000,ALO,14,0 days 00:01:26.481000,48.0,86.481,4.0,7.0,240.0,280.0,281.0,,31.899,29.116,25.466
0 days 02:19:32.647000,ALO,14,0 days 00:01:27.024000,49.0,87.024,5.0,7.0,239.0,281.0,280.0,,32.188,29.169,25.667
0 days 02:20:58.800000,ALO,14,0 days 00:01:26.153000,50.0,86.153,6.0,7.0,241.0,282.0,282.0,309.0,31.8,29.044,25.309
0 days 02:22:25.132000,ALO,14,0 days 00:01:26.332000,51.0,86.332,7.0,7.0,239.0,280.0,282.0,310.0,31.751,29.196,25.385
0 days 02:23:51.390000,ALO,14,0 days 00:01:26.258000,52.0,86.258,8.0,6.0,,281.0,281.0,311.0,31.78,29.13,25.348
0 days 02:25:17.441000,ALO,14,0 days 00:01:26.051000,53.0,86.051,9.0,6.0,238.0,281.0,281.0,308.0,31.684,29.031,25.336
0 days 02:26:43.720000,ALO,14,0 days 00:01:26.279000,54.0,86.279,10.0,6.0,237.0,281.0,281.0,,31.687,29.133,25.459
0 days 02:28:10.030000,ALO,14,0 days 00:01:26.310000,55.0,86.31,11.0,6.0,238.0,280.0,280.0,,31.695,29.025,25.59
0 days 02:29:36.177000,ALO,14,0 days 00:01:26.147000,56.0,86.147,12.0,6.0,240.0,281.0,281.0,,31.709,29.046,25.392
0 days 02:31:02.222000,ALO,14,0 days 00:01:26.045000,57.0,86.045,13.0,6.0,241.0,280.0,283.0,,31.631,29.0,25.414
0 days 01:04:30.668000,OCO,31,0 days 00:01:56.609000,1.0,116.609,8.0,5.0,221.0,276.0,222.0,254.0,,31.441,46.773
0 days 01:06:52.205000,OCO,31,0 days 00:02:21.537000,2.0,141.537,9.0,5.0,153.0,169.0,196.0,196.0,53.539,45.071,42.927
0 days 01:09:19.512000,OCO,31,0 days 00:02:27.307000,3.0,147.307,10.0,5.0,110.0,162.0,200.0,124.0,58.625,44.517,44.165
0 days 01:11:50.002000,OCO,31,,4.0,,11.0,5.0,115.0,152.0,276.0,237.0,49.655,46.422,54.432
0 days 01:13:21.867000,OCO,31,0 days 00:01:31.865000,5.0,91.865,12.0,5.0,226.0,281.0,275.0,305.0,34.101,30.632,27.132
0 days 01:14:52.414000,OCO,31,0 days 00:01:30.547000,6.0,90.547,13.0,5.0,227.0,276.0,275.0,295.0,33.563,30.201,26.783
0 days 01:16:22.836000,OCO,31,0 days 00:01:30.422000,7.0,90.422,14.0,5.0,,276.0,274.0,294.0,33.475,30.108,26.839
0 days 01:17:53.140000,OCO,31,0 days 00:01:30.304000,8.0,90.304,15.0,5.0,225.0,277.0,275.0,296.0,33.467,30.142,26.695
0 days 01:19:23.441000,OCO,31,0 days 00:01:30.301000,9.0,90.301,16.0,5.0,226.0,277.0,274.0,,33.397,30.173,26.731
0 days 01:20:57.849000,OCO,31,0 days 00:01:34.408000,10.0,94.408,17.0,7.0,227.0,280.0,,294.0,33.49,29.989,30.929
0 days 01:22:51.486000,OCO,31,0 days 00:01:53.637000,11.0,113.637,6.0,17.0,226.0,277.0,274.0,169.0,56.59,30.418,26.629
0 days 01:24:21.419000,OCO,31,0 days 00:01:29.933000,12.0,89.933,7.0,16.0,,279.0,274.0,301.0,33.385,30.007,26.541
0 days 01:25:51.162000,OCO,31,0 days 00:01:29.743000,13.0,89.743,8.0,16.0,227.0,278.0,276.0,293.0,33.5,30.087,26.156
0 days 01:27:20.592000,OCO,31,0 days 00:01:29.430000,14.0,89.43,9.0,14.0,,277.0,277.0,295.0,33.151,30.038,26.241
0 days 01:28:49.898000,OCO,31,0 days 00:01:29.306000,15.0,89.306,10.0,13.0,,280.0,276.0,298.0,33.109,30.157,26.04
0 days 01:30:19.544000,OCO,31,0 days 00:01:29.646000,16.0,89.646,11.0,13.0,225.0,283.0,284.0,300.0,33.137,30.122,26.387
0 days 01:31:49.302000,OCO,31,0 days 00:01:29.758000,17.0,89.758,12.0,12.0,,283.0,284.0,331.0,33.074,30.291,26.393
0 days 01:33:18.958000,OCO,31,0 days 00:01:29.656000,18.0,89.656,13.0,10.0,227.0,281.0,277.0,328.0,32.988,30.187,26.481
0 days 01:34:48.335000,OCO,31,0 days 00:01:29.377000,19.0,89.377,14.0,8.0,228.0,280.0,277.0,297.0,33.157,29.904,26.316
0 days 01:36:17.822000,OCO,31,0 days 00:01:29.487000,20.0,89.487,15.0,8.0,227.0,278.0,277.0,296.0,33.128,30.038,26.321
0 days 01:37:47.352000,OCO,31,0 days 00:01:29.530000,21.0,89.53,16.0,6.0,226.0,282.0,278.0,299.0,33.068,30.104,26.358
0 days 01:39:16.538000,OCO,31,0 days 00:01:29.186000,22.0,89.186,17.0,6.0,225.0,280.0,276.0,300.0,32.903,30.113,26.17
0 days 01:40:45.388000,OCO,31,0 days 00:01:28.850000,23.0,88.85,18.0,6.0,227.0,279.0,276.0,295.0,32.937,29.736,26.177
0 days 01:42:14.106000,OCO,31,0 days 00:01:28.718000,24.0,88.718,19.0,6.0,,281.0,276.0,,32.909,29.782,26.027
0 days 01:43:47.015000,OCO,31,0 days 00:01:32.909000,25.0,92.909,20.0,9.0,228.0,282.0,,294.0,32.899,29.65,30.36
0 days 01:45:39.840000,OCO,31,0 days 00:01:52.825000,26.0,112.825,1.0,15.0,226.0,279.0,277.0,167.0,56.822,30.115,25.888
